Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%),Raw Asset Class,Simplified Asset Class
BBSB,JPMorgan BetaBuilders U.S. Treasury Bond 1-3 Year ETF,Bond,"$30,451,700",2.04%,"6,547",$99.20,0.05%,No,False,0.37%,0.84%,6.04%,,,"$27,299,400.00","$1,481,850.00","$8,889,000.00","$27,295,800.00","$30,318,250.50","$30,318,250.50",Government Bonds,2023-04-19,0.04%,,$4.22,2025-04-01,$0.27,4.25%,,,92.0,16.38%,40%,20%,1099.0,$98.16,$99.26,,,73.5,C,B+,,,B,,5.86,89.29%,33.75%,3.34,0.00%,0.00%,Bond,Bond
IROC,Invesco Rochester High Yield Municipal ETF,,"$30,199,200",-1.46%,297,$49.81,-1.29%,No,False,-2.57%,-2.78%,1.92%,,,$0.00,$0.00,$0.00,"-$1,040.00","-$1,040.00","-$1,040.00",,2022-12-09,0.39%,,$2.07,2025-03-24,$0.19,4.15%,,,63.0,22.78%,40%,20%,1099.0,$50.27,$51.56,,,29.05,,,,,,,0.0,,,,,,,Other
NUSA,Nuveen ESG 1-5 Year U.S. Aggregate Bond ETF,Bond,"$30,175,900",2.18%,"7,874",$23.23,-0.39%,No,False,0.06%,0.60%,6.22%,2.95%,1.62%,"$4,592,249.06",$0.00,$0.00,"$6,690,986.62","-$6,917,883.38","-$1,844,183.38",Total Bond Market,2017-03-31,0.16%,,$0.92,2025-04-01,$0.08,3.95%,0.0,0.07,310.0,32.12%,40%,20%,1099.0,$23.02,$23.33,$23.21,$23.26,61.54,C+,B+,,A-,A-,,6.34,75.56%,45.21%,85.0,0.75%,0.76%,Bond,Bond
OOSP,Obra Opportunistic Structured Products ETF,,"$30,148,300",2.05%,"21,919",$10.13,-0.10%,No,False,0.00%,0.20%,,,,"$8,590,465.50",$0.00,"$8,590,465.50","$15,058,569.40","$15,058,569.40","$15,058,569.40",,2024-04-09,0.90%,,$0.72,2025-03-28,$0.06,7.19%,,,72.0,25.86%,40%,20%,1099.0,$10.01,$10.27,,,57.93,C+,C+,,,C+,,0.0,,,,,,,Other
PUSH,PGIM Ultra Short Municipal Bond ETF,,"$30,082,200",0.86%,"2,226",$50.06,-0.42%,No,False,-0.33%,-0.18%,,,,"$3,767,425.00","$1,253,425.00","$1,253,425.00","$3,027,572,650.00","$3,027,572,650.00","$3,027,572,650.00",,2024-06-24,0.15%,,$1.39,2025-04-01,$0.15,2.76%,,,72.0,34.73%,40%,20%,1099.0,$50.10,$50.27,$49.98,$50.19,46.18,,A,,,,,0.0,,,,,,,Bond
VSHY,Virtus Newfleet Short Duration High Yield Bond ETF,Bond,"$30,064,700",-3.01%,"21,287",$20.85,-0.76%,No,False,-3.85%,-4.35%,3.58%,3.61%,5.25%,"$25,715,425.00",$0.00,$0.00,"$27,900,325.00","$25,750,425.00","$23,425,175.00",High Yield Bonds,2016-12-05,0.39%,,$1.44,2025-03-20,$0.11,6.84%,,,126.0,12.96%,40%,20%,1099.0,$21.16,$22.03,$20.75,$21.06,22.07,C,A-,B,A-,A,,4.89,1.42%,20.15%,266.22,6.14%,0.92%,Bond,Bond
FHYS,Federated Hermes Short Duration High Yield ETF,Bond,"$30,011,500",-1.62%,"13,605",$22.24,-0.98%,No,False,-2.86%,-2.96%,3.33%,4.23%,,"$3,209,500.00",$0.00,"$1,598,100.00","$4,616,700.00","$4,892,900.00","$33,628,989.51",High Yield Bonds,2021-12-16,0.51%,,$1.48,2025-03-31,$0.11,6.62%,0.0,0.31,205.0,12.16%,40%,20%,1099.0,$22.43,$23.15,$22.10,$22.45,22.33,C+,C+,,B,,,5.56,57.45%,28.57%,306.26,7.88%,2.11%,Bond,Bond
FTBD,Fidelity Tactical Bond ETF,,"$29,017,400",1.26%,"6,497",$48.17,-0.60%,No,False,-1.84%,-0.94%,4.21%,,,"-$2,426,229.05",$0.00,$0.00,"$14,970,839.60","$29,970,789.60","$29,970,789.60",,2023-01-26,0.55%,,$2.29,2025-03-28,$0.18,4.74%,0.0,0.45,716.0,60.05%,40%,20%,1099.0,$48.29,$49.21,$48.00,$48.52,42.74,B,B,B-,A-,A,,5.89,26.12%,34.31%,331.41,2.89%,0.94%,,Bond
TUSB,Thrivent Ultra Short Bond ETF,,"$28,749,800",,,$50.04,-0.14%,No,False,-0.29%,-0.12%,,,,"$8,767,370.22","$2,499,978.70","$5,008,041.95","$8,767,370.22","$8,767,370.22","$8,767,370.22",,2025-02-19,0.20%,,$0.23,2025-03-28,$0.17,0.46%,,,154.0,28.87%,40%,20%,1099.0,$50.03,$50.27,$49.98,$50.14,50.11,,,,,,,0.0,,,,,,,Bond
PSQA,Palmer Square CLO Senior Debt ETF,,"$28,177,700",1.17%,"12,926",$20.16,0.10%,No,False,-0.45%,0.12%,,,,"$3,554,410.00","$504,187.50","$504,187.50","$17,660,970.00","$17,660,970.00","$17,660,970.00",,2024-09-11,0.20%,,$0.50,2025-03-25,$0.21,2.48%,,,35.0,48.11%,40%,20%,1099.0,$20.09,$20.25,$20.13,$20.17,51.64,,,,,,,0.0,,,,,,,Other
AGGS,Harbor Disciplined Bond ETF,,"$27,546,800",1.28%,497,$40.55,-0.81%,No,False,-1.54%,-0.87%,,,,$0.00,$0.00,$0.00,"$26,166,000.00","$26,166,000.00","$26,166,000.00",,2024-05-01,0.35%,,$1.87,2025-04-01,$0.17,4.57%,,,194.0,24.37%,40%,20%,1099.0,$40.60,$41.35,$40.46,$40.72,43.33,C,A-,,,C+,,0.0,,,,,,,Bond
IBIG,iShares iBonds Oct 2030 Term TIPS ETF,,"$27,160,200",3.52%,"6,981",$25.92,-0.08%,No,False,-0.70%,0.89%,6.82%,,,"$5,183,427.25",$0.00,"$2,603,006.25","$15,467,585.85","$24,350,145.85","$24,350,145.85",,2023-09-19,0.10%,,$1.14,2025-04-01,$0.26,4.41%,,,3.0,100.00%,40%,20%,1099.0,$25.57,$26.28,,,54.59,B-,A,,A-,B+,,5.86,75.38%,33.72%,0.0,0.00%,0.00%,,Bond
YFYA,Yields for You Strategy A ETF,,"$26,815,200",,,$9.82,0.00%,No,False,-1.38%,-1.78%,,,,"$27,174,240.51","$295,710.00","$1,043,592.00","$27,174,240.51","$27,174,240.51","$27,174,240.51",,2025-01-31,1.16%,,$0.00,,,0.00%,,,7.0,99.99%,40%,20%,1099.0,$9.85,$10.06,,,31.02,,,,,,,0.0,,,,,,,Other
TYLD,Cambria Tactical Yield ETF,,"$26,626,300",0.97%,"18,492",$25.36,-0.51%,No,False,0.25%,0.31%,4.94%,,,"$5,088,460.00","$5,068,800.00","$5,088,460.00","$15,190,615.00","$26,480,935.00","$26,480,935.00",,2024-01-04,0.60%,,$1.07,2025-03-20,$0.14,4.20%,,,5.0,100.00%,40%,20%,1099.0,$25.25,$25.39,$25.32,$25.40,56.87,B,B,,A,B,,5.86,32.06%,33.72%,0.0,0.00%,0.00%,,Other
TCPB,Thrivent Core Plus Bond ETF,,"$26,445,500",,,$50.11,-0.81%,No,False,-1.48%,-0.68%,,,,"$6,324,383.59","$1,273,705.07","$2,535,919.14","$6,324,383.59","$6,324,383.59","$6,324,383.59",,2025-02-19,0.39%,,$0.24,2025-03-28,$0.17,0.47%,,,184.0,38.11%,40%,20%,1099.0,$50.11,$51.11,$49.89,$50.40,46.22,,,,,,,0.0,,,,,,,Bond
HYSD,Columbia Short Duration High Yield ETF,,"$26,312,500",-0.95%,"1,092",$19.43,-1.07%,No,False,-2.39%,-2.51%,,,,"$993,850.00",$0.00,$0.00,"$993,850.00","$993,850.00","$993,850.00",,2024-09-05,0.44%,,$0.65,2025-04-01,$0.10,3.31%,,,280.0,9.73%,40%,20%,1099.0,$19.57,$20.13,$19.40,$19.48,28.71,,,,,,,5.76,74.94%,31.33%,249.7,8.21%,2.96%,,Other
OGSP,Obra High Grade Structured Products ETF,,"$26,264,800",1.35%,"1,229",$10.04,-0.10%,No,False,-0.20%,0.00%,,,,$0.00,$0.00,$0.00,"$1,102,954.20","$1,102,954.20","$1,102,954.20",,2024-04-09,0.90%,,$0.61,2025-03-28,$0.05,6.01%,,,79.0,27.08%,40%,20%,1099.0,$10.03,$10.07,,,53.58,C+,C+,,,C+,,0.0,,,,,,,Other
BSMY,Invesco BulletShares 2034 Municipal Bond ETF,,"$26,226,200",-4.17%,"10,313",$23.31,-1.60%,No,False,-3.70%,-4.81%,,,,"$14,548,900.00",$0.00,"$4,783,500.00","$9,424,125.00","$9,424,125.00","$9,424,125.00",,2024-09-11,0.18%,,$0.37,2025-03-24,$0.06,1.57%,,,502.0,10.21%,40%,20%,1099.0,$23.71,$24.58,$23.08,$23.64,28.69,,,,,,,0.0,,,,,,,Bond
PMIO,PGIM Municipal Income Opportunities ETF,,"$26,105,600",-1.32%,566,$49.26,-1.12%,No,False,-2.10%,-2.37%,,,,"$1,253,975.00",$0.00,"$1,253,975.00","$1,253,975.00","$1,253,975.00","$1,253,975.00",,2024-06-14,0.25%,,$1.58,2025-04-01,$0.18,3.17%,,,40.0,39.81%,40%,20%,1099.0,$49.68,$50.69,$49.14,$49.50,32.19,,A-,,,,,0.0,,,,,,,Bond
TAXE,T. Rowe Price Intermediate Municipal Income ETF,,"$25,977,100",-1.51%,"1,315",$48.85,-1.15%,No,False,-2.17%,-2.73%,,,,"$2,513,816.75",$0.00,$0.00,"$6,295,102.72","$6,295,102.72","$6,295,102.72",,2024-07-10,0.24%,,$1.33,2025-03-26,$0.15,2.71%,,,122.0,20.54%,40%,20%,1099.0,$49.22,$50.43,$48.78,$48.88,31.99,,A-,,,,,0.0,,,,,,,Bond
IBIJ,iShares iBonds Oct 2033 Term TIPS ETF,,"$25,562,200",3.33%,"3,673",$25.51,-0.27%,No,False,-1.55%,0.47%,5.59%,,,"$5,125,762.95",$0.00,"$2,576,477.75","$11,501,618.25","$22,865,288.25","$22,865,288.25",,2023-09-19,0.10%,,$1.17,2025-04-01,$0.26,4.60%,,,3.0,100.00%,40%,20%,1099.0,$25.18,$26.22,$24.61,$27.30,49.98,B-,A,,A-,B+,,5.86,75.38%,33.72%,0.0,0.00%,0.00%,,Bond
UTWY,US Treasury 20 Year Bond ETF,,"$25,347,700",1.89%,"13,302",$43.74,-1.77%,No,False,-2.71%,-1.20%,1.83%,,,"$12,169,010.00",$0.00,$0.00,"$13,180,261.00","$24,152,787.00","$24,152,787.00",,2023-03-28,0.15%,,$1.96,2025-04-01,$0.17,4.48%,0.0,0.0,2.0,100.00%,40%,20%,1099.0,$43.65,$45.48,$43.50,$44.23,44.94,B+,A,C+,B,A-,,0.0,,,,,,,Bond
DMX,DoubleLine Multi-Sector Income ETF,,"$25,261,600",-1.44%,"5,656",$48.52,-0.98%,No,False,-2.23%,-2.40%,,,,$0.00,$0.00,$0.00,"$25,055,000.00","$25,055,000.00","$25,055,000.00",,2024-11-29,0.49%,,$1.01,2025-04-01,$0.28,2.09%,,,206.0,26.90%,40%,20%,1099.0,$48.90,$50.07,$48.38,$48.79,23.12,,,,,,,0.0,,,,,,,Bond
NJNK,Columbia U.S. High Yield ETF,,"$24,948,000",-2.44%,511,$19.03,-0.89%,No,False,-3.63%,-4.14%,,,,$0.00,$0.00,$0.00,"$1,008,700.00","$1,008,700.00","$1,008,700.00",,2024-09-05,0.46%,,$0.72,2025-04-01,$0.12,3.77%,,,447.0,5.64%,40%,20%,1099.0,$19.20,$20.13,,,24.79,,,,,,,5.45,37.59%,27.09%,246.17,8.61%,2.83%,,Other
IBIH,iShares iBonds Oct 2031 Term TIPS ETF,,"$23,185,500",3.64%,"4,290",$25.77,-0.12%,No,False,-1.04%,0.68%,6.54%,,,"$3,850,724.90",$0.00,"$2,594,742.00","$14,081,771.65","$20,420,451.65","$20,420,451.65",,2023-09-19,0.10%,,$1.17,2025-04-01,$0.27,4.55%,,,3.0,100.00%,40%,20%,1099.0,$25.45,$26.21,$25.73,$25.84,52.32,B-,A,,A-,B+,,5.86,75.38%,33.72%,0.0,0.00%,0.00%,,Bond
LMUB,iShares Long-Term National Muni Bond ETF,,"$22,160,500",,,$48.19,-1.93%,No,False,-3.70%,-4.09%,,,,"$2,502,630.33","$1,249,701.88","$2,502,630.33","$2,502,630.33","$2,502,630.33","$2,502,630.33",,2025-03-17,0.09%,,$0.00,,,0.00%,,,183.0,11.49%,40%,20%,1099.0,,,$47.87,$48.74,,,,,,,,0.0,,,,,,,Bond
IBHK,iShares iBonds 2031 Term High Yield and Income ETF,,"$22,025,500",-2.56%,"10,760",$24.28,-0.57%,No,False,-3.96%,-4.55%,,,,"$6,384,985.00",$0.00,"$1,266,275.00","$12,785,975.00","$12,785,975.00","$12,785,975.00",,2024-05-22,0.35%,,$1.42,2025-04-01,$0.14,5.85%,,,199.0,15.44%,40%,20%,1099.0,$24.64,$25.70,$24.08,$24.69,24.59,,A-,,,,,5.46,38.77%,27.25%,304.26,6.21%,2.54%,,Bond
LQTI,FT Vest Investment Grade & Target Income ETF,,"$21,985,700",,,$19.75,-1.20%,No,False,-2.76%,-2.11%,,,,"$22,367,750.00","$9,120,350.00","$18,294,350.00","$22,367,750.00","$22,367,750.00","$22,367,750.00",,2025-02-12,0.65%,,$0.23,2025-04-01,$0.23,1.15%,,,3.0,100.00%,40%,20%,1099.0,$19.95,$20.47,$19.63,$19.95,37.13,,,,,,,0.0,,,,,,,Bond
CA,Xtrackers California Municipal Bond ETF,,"$21,966,300",-3.35%,"2,916",$23.99,-2.24%,No,False,-2.80%,-3.28%,-0.93%,,,$0.00,$0.00,$0.00,$0.00,"$12,610,500.00","$12,610,500.00",,2023-12-14,0.07%,,$0.78,2025-04-01,$0.07,3.26%,,,272.0,12.99%,40%,20%,1099.0,$24.31,$24.95,$23.93,$24.10,30.18,C,A,,A-,B,,0.0,,,,,,,Bond
LLDR,Global X Long-Term Treasury Ladder ETF,,"$21,365,900",2.24%,334,$45.53,-2.00%,No,False,-2.85%,-1.07%,,,,"$463,710.46","-$1,719.18","$465,437.74","$22,073,331.76","$22,073,331.76","$22,073,331.76",,2024-09-10,0.12%,,$1.04,2025-04-01,$0.17,2.24%,,,90.0,24.12%,40%,20%,1099.0,$45.33,$47.46,$45.29,$46.00,45.42,,,,,,,5.86,88.38%,33.72%,0.0,0.00%,0.00%,,Other
VSDB,Vanguard Short Duration Bond ETF,,"$20,946,800",,,,0.00%,No,False,,,,,,"$1,122,150.00","$1,122,150.00","$1,122,150.00","$1,122,150.00","$1,122,150.00","$1,122,150.00",,2025-03-18,0.15%,,,,,,,,,,40%,20%,1099.0,,,,,,,,,,,,0.0,,,,,,,Bond
EVYM,Eaton Vance High Income Municipal ETF,,"$20,462,400",,,$47.62,-3.78%,No,False,-4.46%,-4.60%,,,,"$10,943,800.00",$0.00,"$9,942,800.00","$10,943,800.00","$10,943,800.00","$10,943,800.00",,2025-02-25,0.39%,,$0.11,2025-03-31,$0.11,0.23%,,,45.0,37.51%,40%,20%,1099.0,$48.76,$50.58,$47.15,$48.48,29.43,,,,,,,0.0,,,,,,,Bond
EVHY,Eaton Vance High Yield ETF,,"$20,412,000",-1.52%,"1,582",$50.62,-0.80%,No,False,-3.20%,-3.43%,3.77%,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,2023-10-16,0.48%,,$3.99,2025-03-31,$0.30,7.82%,,,265.0,12.07%,40%,20%,1099.0,$51.22,$52.97,$50.31,$51.17,26.13,C+,B+,,A-,A-,,5.81,78.72%,32.31%,324.69,9.06%,4.18%,,Other
IBII,iShares iBonds Oct 2032 Term TIPS ETF,,"$20,404,000",3.51%,"4,303",$25.45,-0.39%,No,False,-1.32%,0.44%,6.10%,,,"$6,374,892.30","$1,297,971.30","$3,877,549.50","$10,168,318.20","$17,713,798.20","$17,713,798.20",,2023-09-19,0.10%,,$1.27,2025-04-01,$0.25,4.97%,,,4.0,99.99%,40%,20%,1099.0,$25.19,$25.97,$25.41,$25.55,50.38,C+,A,,A-,B+,,5.86,75.38%,33.72%,0.0,0.00%,0.00%,,Bond
WABF,Western Asset Bond ETF,,"$18,742,500",1.23%,"7,729",$24.78,-0.64%,No,False,-1.90%,-1.51%,4.64%,,,"-$21,417,500.00",$0.00,$0.00,"-$21,417,500.00","-$24,034,500.00","-$24,034,500.00",,2023-09-21,0.35%,,$1.66,2025-04-01,$0.12,6.70%,,,442.0,22.80%,40%,20%,1099.0,$24.87,$25.39,$24.69,$24.97,43.17,C+,A-,,A-,A-,,0.0,,,,,,,Bond
PCLO,VIRTUS SEIX AAA Private Credit CLO ETF,,"$18,656,300",0.23%,"4,679",$24.76,-0.48%,No,False,-0.64%,-0.70%,,,,"$2,503,300.00",$0.00,$0.00,"$8,758,300.00","$8,758,300.00","$8,758,300.00",,2024-12-02,0.29%,,$0.45,2025-03-20,$0.12,1.80%,,,26.0,56.36%,40%,20%,1099.0,$24.84,$25.00,$24.76,$24.76,31.4,,,,,,,0.0,,,,,,,Other
MYCI,SPDR SSGA My2029 Corporate Bond ETF,,"$18,364,800",1.25%,"11,515",$24.40,-0.08%,No,False,-1.09%,-0.35%,,,,"$12,157,835.25",$0.00,"$3,703,259.75","$13,380,524.75","$13,380,524.75","$13,380,524.75",,2024-09-23,0.15%,,$0.57,2025-04-01,$0.10,2.35%,,,160.0,13.43%,40%,20%,1099.0,$24.37,$24.75,$24.35,$24.49,45.57,,,,,,,6.57,87.97%,54.48%,217.8,12.20%,1.97%,,Bond
CCSB,Carbon Collective Short Duration Green Bond ETF,,"$18,228,000",1.22%,"5,511",$20.26,0.15%,No,False,-0.49%,-0.17%,,,,"$2,536,500.00",$0.00,"$2,536,500.00","$18,138,075.00","$18,138,075.00","$18,138,075.00",,2024-04-11,0.51%,,$0.84,2025-03-27,$0.07,4.14%,,,32.0,45.24%,40%,20%,1099.0,$20.15,$20.49,,,49.16,B-,B+,,,C+,,6.68,70.15%,59.43%,556.52,11.77%,6.56%,,Bond
STBF,Performance Trust Short Term Bond ETF,,"$17,690,400",1.37%,"7,860",$25.25,0.40%,No,False,-0.26%,-0.29%,,,,"$4,048,986.00",$0.00,"$2,529,404.00","$17,564,127.00","$17,564,127.00","$17,564,127.00",,2024-04-09,0.65%,,$1.25,2025-03-13,$0.09,4.94%,,,74.0,21.23%,40%,20%,1099.0,$25.19,$25.39,$25.07,$25.36,50.6,B-,B,,,,,0.0,,,,,,,Bond
LDRT,iShares iBonds 1-5 Year Treasury Ladder ETF,,"$17,646,400",2.36%,"12,373",$25.27,0.00%,No,False,0.09%,0.97%,,,,"$14,001,867.84",$0.00,"$3,019,734.24","$15,496,300.82","$15,496,300.82","$15,496,300.82",,2024-11-07,0.07%,,$0.42,2025-04-02,$0.08,1.66%,,,6.0,100.01%,40%,20%,1099.0,$24.92,$25.41,$25.20,$25.33,62.79,,,,,,,5.86,88.38%,33.72%,0.0,0.00%,0.00%,,Bond
QIG,WisdomTree U.S. Corporate Bond Fund,,"$17,559,200",0.10%,"1,873",$43.36,-1.03%,No,False,-2.42%,-1.85%,3.59%,0.97%,0.50%,$0.00,$0.00,$0.00,"$4,303,130.00","-$22,812,800.00","$9,786,780.00",,2016-04-27,0.18%,,$2.11,2025-03-26,$0.20,4.87%,,,489.0,10.20%,40%,20%,1099.0,$43.65,$44.76,$43.36,$43.36,36.6,C+,A,B-,A-,,,6.63,72.51%,56.95%,231.56,10.17%,3.04%,,Bond
BSJW,Invesco BulletShares 2032 High Yield Corporate Bond ETF,,"$17,028,400",-2.23%,"8,602",$24.16,-0.94%,No,False,-3.55%,-3.98%,,,,"$10,102,677.43",$0.00,$0.00,"$12,597,004.68","$12,597,004.68","$12,597,004.68",,2024-06-12,0.42%,,$1.38,2025-03-24,$0.11,5.73%,,,141.0,19.74%,40%,20%,1099.0,$24.44,$25.45,$23.96,$24.45,27.56,,B+,,,,,5.53,52.01%,28.18%,268.55,10.19%,2.08%,,Bond
GHMS,Goose Hollow Multi-Strategy Income ETF,,"$16,991,800",-1.72%,"3,506",$24.86,-2.01%,No,False,-4.24%,-4.07%,0.63%,,,"-$11,780.73",$0.00,$970.68,"$5,908,811.61","$7,471,731.61","$7,471,731.61",,2023-11-15,2.13%,,$1.13,2024-12-17,$0.68,4.56%,,,22.0,77.29%,40%,20%,1099.0,$25.35,$26.39,$24.72,$25.07,29.95,B,C,,A-,B-,,5.35,10.71%,25.60%,67.56,0.41%,2.02%,,Bond
IGCB,TCW Corporate Bond ETF,,"$16,427,400",,,,0.00%,No,False,,,,,,"$11,008,658.00","$8,265,906.00","$9,174,970.00","$11,463,380.01","$11,463,380.01","$11,463,380.01",,2024-11-18,0.35%,,,,,,,,297.0,22.75%,40%,20%,1099.0,,,,,,,,,,,,6.29,30.24%,43.29%,369.0,9.28%,4.27%,,Bond
TPLS,Thornburg Core Plus Bond ETF,,"$16,368,900",,,$25.02,-1.15%,No,False,-1.51%,-0.71%,,,,"$6,364,441.95","$3,822,853.05","$3,822,853.05","$6,364,441.95","$6,364,441.95","$6,364,441.95",,2025-02-05,0.45%,,$0.19,2025-03-28,$0.11,0.74%,,,238.0,37.29%,40%,20%,1099.0,$25.00,$25.57,$24.95,$25.15,44.83,,,,,,,0.0,,,,,,,Bond
MYCH,SPDR SSGA My2028 Corporate Bond ETF,,"$16,032,100",1.61%,"11,892",$24.63,-0.44%,No,False,-0.69%,-0.01%,,,,"$9,747,859.75",$0.00,"-$1,241,527.00","$10,989,477.75","$10,989,477.75","$10,989,477.75",,2024-09-23,0.15%,,$0.57,2025-04-01,$0.10,2.30%,,,78.0,22.47%,40%,20%,1099.0,$24.56,$24.88,$24.57,$24.76,49.25,,,,,,,6.33,74.44%,44.80%,199.4,11.24%,3.90%,,Bond
UTHY,US Treasury 30 Year Bond ETF,,"$15,436,400",2.10%,"6,653",$42.10,-1.73%,No,False,-3.08%,-1.60%,0.94%,,,"-$2,106,020.00",$0.00,$0.00,"$899,491.00","$15,500,734.00","$15,500,734.00",,2023-03-28,0.15%,,$1.89,2025-04-01,$0.16,4.48%,0.0,0.0,2.0,100.00%,40%,20%,1099.0,$41.91,$44.01,$41.88,$42.54,45.21,B+,A,C+,B-,A-,,0.0,,,,,,,Bond
YFFI,Indexperts Yield Focused Fixed Income ETF,,"$15,142,400",,"22,147",$9.81,-2.10%,No,False,-2.68%,-1.92%,,,,"$12,517,635.40","-$894,626.10","$703,778.70","$12,517,635.40","$12,517,635.40","$12,517,635.40",,2025-01-02,0.50%,,$0.10,2025-03-28,$0.04,1.01%,,,80.0,20.69%,40%,20%,1099.0,$9.86,$10.13,$9.70,$10.02,39.57,,,,,,,7.05,98.09%,74.56%,700.92,10.55%,4.46%,,Bond
RMCA,Rockefeller California Municipal Bond ETF,,"$14,493,700",-3.52%,"1,584",$23.59,-1.75%,No,False,-4.16%,-4.55%,,,,"-$2,415,610.00","-$2,415,610.00","-$2,415,610.00","$15,139,785.00","$15,139,785.00","$15,139,785.00",,2024-08-13,0.55%,,$0.55,2025-03-28,$0.09,2.29%,,,76.0,32.21%,40%,20%,1099.0,$24.00,$24.99,$23.59,$23.59,28.71,,,,,,,0.0,,,,,,,Bond
MFLX,First Trust Flexible Municipal High Income ETF,,"$14,171,200",-2.24%,"3,542",$16.49,-0.54%,No,False,-2.94%,-3.36%,1.65%,1.65%,2.70%,$0.00,$0.00,$0.00,"-$1,733,150.00","-$1,682,550.00","$8,341,550.00",New York Munis,2016-09-27,0.88%,,$0.67,2025-03-27,$0.06,4.08%,0.0,0.31,68.0,22.40%,40%,20%,1099.0,$16.61,$17.20,$16.39,$16.63,38.2,B,B,B-,A,,,0.0,,,,,,,Bond
GMUB,Goldman Sachs Municipal Income ETF,,"$13,560,300",-1.55%,"4,135",$48.70,-1.40%,No,False,-2.18%,-2.37%,,,,"$4,986,750.00",$0.00,"$4,986,750.00","$8,752,750.00","$8,752,750.00","$8,752,750.00",,2024-07-23,0.18%,,$1.14,2025-04-01,$0.12,2.30%,,,113.0,18.17%,40%,20%,1099.0,$48.56,$50.64,,,31.22,,A,,,,,0.0,,,,,,,Bond
MYCJ,SPDR SSGA My2030 Corporate Bond ETF,,"$13,375,100",1.01%,"9,081",$24.17,-0.53%,No,False,-1.58%,-0.78%,,,,"$7,150,429.80",$0.00,"-$1,228,188.00","$8,367,685.70","$8,367,685.70","$8,367,685.70",,2024-09-23,0.15%,,$0.58,2025-04-01,$0.10,2.41%,,,116.0,23.96%,40%,20%,1099.0,$24.21,$24.66,$24.11,$24.29,41.88,,,,,,,6.33,74.81%,44.99%,144.17,13.15%,2.39%,,Bond
CFIT,Cambria Fixed Income Trend ETF,,"$12,846,000",,,,0.00%,No,False,,,,,,"$13,116,314.92","$11,238,680.00","$13,116,314.92","$13,116,314.92","$13,116,314.92","$13,116,314.92",,2025-03-28,0.71%,,,,,,,,5.0,100.00%,40%,20%,1099.0,,,,,,,,,,,,0.0,,,,,,,Bond
VEMY,Virtus Stone Harbor Emerging Markets High Yield Bond ETF,,"$12,760,600",-2.56%,"2,719",$25.40,-0.74%,No,False,-5.27%,-5.69%,4.70%,,,"$1,352,400.00",$0.00,$0.00,"$4,099,900.00","$10,369,950.00","$10,369,950.00",,2022-12-12,0.55%,,$2.71,2025-03-20,$0.15,10.61%,0.0,0.81,147.0,24.05%,40%,20%,1099.0,$25.66,$27.60,$25.17,$25.82,20.65,C+,B,A-,B+,A,,4.03,44.39%,4.78%,951.12,3.11%,0.51%,,Bond
USFI,BrandywineGLOBAL - US Fixed Income ETF,,"$12,200,000",1.90%,327,$24.33,-0.33%,No,False,-0.69%,0.29%,6.71%,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,2023-07-25,0.39%,,$1.12,2025-04-01,$0.09,4.59%,,,45.0,69.08%,40%,20%,1099.0,$24.15,$24.61,$24.33,$24.33,51.24,C,A-,B-,B+,A-,,0.0,,,,,,,Bond
FIXP,FolioBeyond Enhanced Fixed Income Premium ETF,,"$12,110,800",,,$19.37,-0.21%,No,False,-2.47%,-3.13%,,,,"$12,527,635.00",$0.00,$0.00,"$12,527,635.00","$12,527,635.00","$12,527,635.00",,2025-01-22,1.07%,,$0.20,2025-03-28,$0.10,1.06%,,,8.0,99.99%,40%,20%,1099.0,$19.48,$20.22,$19.37,$19.37,24.52,,,,,,,0.0,,,,,,,Bond
WINC,Western Asset Short Duration Income ETF,Bond,"$12,008,500",1.31%,"3,866",$23.98,0.08%,No,False,-0.54%,-0.30%,5.70%,3.50%,4.32%,-$437.65,"-$3,288.94","-$1,437.60","$1,176,143.77","-$22,447,472.52","-$9,529,373.44",Total Bond Market,2019-02-07,0.29%,,$1.16,2025-04-01,$0.10,4.85%,0.0,0.3,146.0,24.64%,40%,20%,1099.0,$23.97,$24.15,$23.96,$24.03,47.31,B-,B,,B+,A-,,5.8,4.48%,32.10%,250.04,13.00%,0.68%,Bond,Bond
